module,syllabusRef,level,text,optionA,optionB,optionC,optionD,correctAnswer,difficulty,subTopic,aiSourceRef,aiConfidence,status,reviewNote,points,sourceFile,rawJson,isEssay
M11A,M11A.11.01,,3. Where might retractable landing lights be located?,In the outboard flap track fairing,On the engine nacelles,Inside the cargo hold,,In the outboard flap track fairing,MEDIUM,,,,REVIEWED,Rans exact context,1,Module 11 Rans.pdf,"{""raw"": ""3. Where might retractable landing lights be located?"", ""question"": ""3. Where might retractable landing lights be located?"", ""options"": [""In the outboard flap track fairing"", ""On the engine nacelles"", ""Inside the cargo hold""], ""correct"": ""In the outboard flap track fairing"", ""answer_text"": null, ""category"": null, ""source_file"": ""Module 11 Rans.pdf"", ""source_module"": ""M11A"", ""fmt"": ""csv"", ""module"": ""M11A"", ""syllabusRef"": ""M11A.11.01"", ""level"": """", ""difficulty"": ""MEDIUM"", ""subTopic"": """", ""isEssay"": false}",False
M11A,M11A.11.03,,4. What determines the location of landing lights on different aircraft?,The aircraft's paint scheme,Manufacturer design choices,The pilot's preference,,The aircraft's paint scheme,MEDIUM,,,,REVIEWED,Rans exact context,1,Module 11 Rans.pdf,"{""raw"": ""4. What determines the location of landing lights on different aircraft?"", ""question"": ""4. What determines the location of landing lights on different aircraft?"", ""options"": [""The aircraft's paint scheme"", ""Manufacturer design choices"", ""The pilot's preference""], ""correct"": ""The aircraft's paint scheme"", ""answer_text"": null, ""category"": null, ""source_file"": ""Module 11 Rans.pdf"", ""source_module"": ""M11A"", ""fmt"": ""csv"", ""module"": ""M11A"", ""syllabusRef"": ""M11A.11.03"", ""level"": """", ""difficulty"": ""MEDIUM"", ""subTopic"": """", ""isEssay"": false}",False
M11A,M11A.11.06,,5. What is an advantage of retractable landing lights?,Reduced drag when retracted,Lower power consumption,Easier maintenance access,,Reduced drag when retracted,MEDIUM,,,,REVIEWED,Rans exact context,1,Module 11 Rans.pdf,"{""raw"": ""5. What is an advantage of retractable landing lights?"", ""question"": ""5. What is an advantage of retractable landing lights?"", ""options"": [""Reduced drag when retracted"", ""Lower power consumption"", ""Easier maintenance access""], ""correct"": ""Reduced drag when retracted"", ""answer_text"": null, ""category"": null, ""source_file"": ""Module 11 Rans.pdf"", ""source_module"": ""M11A"", ""fmt"": ""csv"", ""module"": ""M11A"", ""syllabusRef"": ""M11A.11.06"", ""level"": """", ""difficulty"": ""MEDIUM"", ""subTopic"": """", ""isEssay"": false}",False
M11A,M11A.2.5,,1. How are retractable landing lights typically extended?,By hydraulic pressure only,Via an actuator with slipping clutch or shear links,Manually by ground crew,,Via an actuator with slipping clutch or shear links,MEDIUM,,,,REVIEWED,Rans exact context,1,Module 11 Rans.pdf,"{""raw"": ""1. How are retractable landing lights typically extended?"", ""question"": ""1. How are retractable landing lights typically extended?"", ""options"": [""By hydraulic pressure only"", ""Via an actuator with slipping clutch or shear links"", ""Manually by ground crew""], ""correct"": ""Via an actuator with slipping clutch or shear links"", ""answer_text"": null, ""category"": null, ""source_file"": ""Module 11 Rans.pdf"", ""source_module"": ""M11A"", ""fmt"": ""csv"", ""module"": ""M11A"", ""syllabusRef"": ""M11A.2.5"", ""level"": """", ""difficulty"": ""MEDIUM"", ""subTopic"": """", ""isEssay"": false}",False
M11A,M11A.3.000,,2. What safety feature protects retractable landing lights at high speed?,Automatic circuit breakers,The slipping clutch or shear links allow retraction,Fuses that blow at high speed,,The slipping clutch or shear links allow retraction,MEDIUM,,,,REVIEWED,Rans exact context,1,Module 11 Rans.pdf,"{""raw"": ""2. What safety feature protects retractable landing lights at high speed?"", ""question"": ""2. What safety feature protects retractable landing lights at high speed?"", ""options"": [""Automatic circuit breakers"", ""The slipping clutch or shear links allow retraction"", ""Fuses that blow at high speed""], ""correct"": ""The slipping clutch or shear links allow retraction"", ""answer_text"": null, ""category"": null, ""source_file"": ""Module 11 Rans.pdf"", ""source_module"": ""M11A"", ""fmt"": ""csv"", ""module"": ""M11A"", ""syllabusRef"": ""M11A.3.000"", ""level"": """", ""difficulty"": ""MEDIUM"", ""subTopic"": """", ""isEssay"": false}",False
M11A,M11A.11.4(b),,3. What type of lamp unit is typically used in retractable landing lights?,Halogen bulbs,Sealed beam type,LED arrays,,Sealed beam type,MEDIUM,,,,REVIEWED,Rans exact context,1,Module 11 Rans.pdf,"{""raw"": ""3. What type of lamp unit is typically used in retractable landing lights?"", ""question"": ""3. What type of lamp unit is typically used in retractable landing lights?"", ""options"": [""Halogen bulbs"", ""Sealed beam type"", ""LED arrays""], ""correct"": ""Sealed beam type"", ""answer_text"": null, ""category"": null, ""source_file"": ""Module 11 Rans.pdf"", ""source_module"": ""M11A"", ""fmt"": ""csv"", ""module"": ""M11A"", ""syllabusRef"": ""M11A.11.4(b)"", ""level"": """", ""difficulty"": ""MEDIUM"", ""subTopic"": """", ""isEssay"": false}",False
M11A,M11A.3.000,,4. What would happen if a retractable landing light failed to retract at high speed?,The system would automatically power down,The shear mechanism would allow retraction,The light would shatter from air pressure,,The system would automatically power down,MEDIUM,,,,REVIEWED,Rans exact context,1,Module 11 Rans.pdf,"{""raw"": ""4. What would happen if a retractable landing light failed to retract at high speed?"", ""question"": ""4. What would happen if a retractable landing light failed to retract at high speed?"", ""options"": [""The system would automatically power down"", ""The shear mechanism would allow retraction"", ""The light would shatter from air pressure""], ""correct"": ""The system would automatically power down"", ""answer_text"": null, ""category"": null, ""source_file"": ""Module 11 Rans.pdf"", ""source_module"": ""M11A"", ""fmt"": ""csv"", ""module"": ""M11A"", ""syllabusRef"": ""M11A.3.000"", ""level"": """", ""difficulty"": ""MEDIUM"", ""subTopic"": """", ""isEssay"": false}",False
M11A,M11A.11.06,,5. What is the purpose of the slipping clutch in the extension mechanism?,To prevent damage during extension/retraction,To reduce power consumption,To allow for manual override,,To prevent damage during extension/retraction,MEDIUM,,,,REVIEWED,Rans exact context,1,Module 11 Rans.pdf,"{""raw"": ""5. What is the purpose of the slipping clutch in the extension mechanism?"", ""question"": ""5. What is the purpose of the slipping clutch in the extension mechanism?"", ""options"": [""To prevent damage during extension/retraction"", ""To reduce power consumption"", ""To allow for manual override""], ""correct"": ""To prevent damage during extension/retraction"", ""answer_text"": null, ""category"": null, ""source_file"": ""Module 11 Rans.pdf"", ""source_module"": ""M11A"", ""fmt"": ""csv"", ""module"": ""M11A"", ""syllabusRef"": ""M11A.11.06"", ""level"": """", ""difficulty"": ""MEDIUM"", ""subTopic"": """", ""isEssay"": false}",False
M11A,M11A.11.03,,1. Where are logo lights typically located on commercial aircraft?,On the wingtips,On or at the tips of the horizontal stabilizer,Under the fuselage,,On or at the tips of the horizontal stabilizer,MEDIUM,,,,REVIEWED,Rans exact context,1,Module 11 Rans.pdf,"{""raw"": ""1. Where are logo lights typically located on commercial aircraft?"", ""question"": ""1. Where are logo lights typically located on commercial aircraft?"", ""options"": [""On the wingtips"", ""On or at the tips of the horizontal stabilizer"", ""Under the fuselage""], ""correct"": ""On or at the tips of the horizontal stabilizer"", ""answer_text"": null, ""category"": null, ""source_file"": ""Module 11 Rans.pdf"", ""source_module"": ""M11A"", ""fmt"": ""csv"", ""module"": ""M11A"", ""syllabusRef"": ""M11A.11.03"", ""level"": """", ""difficulty"": ""MEDIUM"", ""subTopic"": """", ""isEssay"": false}",False
M11A,M11A.11.03,,2. What is the primary color of aircraft logo lights?,Steady white,Flashing red,Blue,,Steady white,MEDIUM,,,,REVIEWED,Rans exact context,1,Module 11 Rans.pdf,"{""raw"": ""2. What is the primary color of aircraft logo lights?"", ""question"": ""2. What is the primary color of aircraft logo lights?"", ""options"": [""Steady white"", ""Flashing red"", ""Blue""], ""correct"": ""Steady white"", ""answer_text"": null, ""category"": null, ""source_file"": ""Module 11 Rans.pdf"", ""source_module"": ""M11A"", ""fmt"": ""csv"", ""module"": ""M11A"", ""syllabusRef"": ""M11A.11.03"", ""level"": """", ""difficulty"": ""MEDIUM"", ""subTopic"": """", ""isEssay"": false}",False
M11A,M11A.11.03,,3. What is the stated primary purpose of logo lights?,For passenger comfort,Safety by increasing aircraft visibility,To illuminate the cockpit instruments,,Safety by increasing aircraft visibility,MEDIUM,,,,REVIEWED,Rans exact context,1,Module 11 Rans.pdf,"{""raw"": ""3. What is the stated primary purpose of logo lights?"", ""question"": ""3. What is the stated primary purpose of logo lights?"", ""options"": [""For passenger comfort"", ""Safety by increasing aircraft visibility"", ""To illuminate the cockpit instruments""], ""correct"": ""Safety by increasing aircraft visibility"", ""answer_text"": null, ""category"": null, ""source_file"": ""Module 11 Rans.pdf"", ""source_module"": ""M11A"", ""fmt"": ""csv"", ""module"": ""M11A"", ""syllabusRef"": ""M11A.11.03"", ""level"": """", ""difficulty"": ""MEDIUM"", ""subTopic"": """", ""isEssay"": false}",False
M11A,M11A.3.000,,4. What do logo lights typically illuminate?,The company logo on the vertical tail,The wing leading edges,The passenger windows,,The company logo on the vertical tail,EASY,,,,REVIEWED,Rans exact context,1,Module 11 Rans.pdf,"{""raw"": ""4. What do logo lights typically illuminate?"", ""question"": ""4. What do logo lights typically illuminate?"", ""options"": [""The company logo on the vertical tail"", ""The wing leading edges"", ""The passenger windows""], ""correct"": ""The company logo on the vertical tail"", ""answer_text"": null, ""category"": null, ""source_file"": ""Module 11 Rans.pdf"", ""source_module"": ""M11A"", ""fmt"": ""csv"", ""module"": ""M11A"", ""syllabusRef"": ""M11A.3.000"", ""level"": """", ""difficulty"": ""EASY"", ""subTopic"": """", ""isEssay"": false}",False
M11A,M11A.11.03,,5. Are logo lights required by regulations?,"Yes, on all commercial aircraft","No, but they are commonly installed",Only for night operations,,"No, but they are commonly installed",EASY,,,,REVIEWED,Rans exact context,1,Module 11 Rans.pdf,"{""raw"": ""5. Are logo lights required by regulations?"", ""question"": ""5. Are logo lights required by regulations?"", ""options"": [""Yes, on all commercial aircraft"", ""No, but they are commonly installed"", ""Only for night operations""], ""correct"": ""No, but they are commonly installed"", ""answer_text"": null, ""category"": null, ""source_file"": ""Module 11 Rans.pdf"", ""source_module"": ""M11A"", ""fmt"": ""csv"", ""module"": ""M11A"", ""syllabusRef"": ""M11A.11.03"", ""level"": """", ""difficulty"": ""EASY"", ""subTopic"": """", ""isEssay"": false}",False
M11A,M11A.11.03,,1. What feature do both retractable lights and logo lights share?,Both use sealed beam units,Both are required by regulations,Both enhance aircraft visibility,,Both use sealed beam units,MEDIUM,,,,REVIEWED,Rans exact context,1,Module 11 Rans.pdf,"{""raw"": ""1. What feature do both retractable lights and logo lights share?"", ""question"": ""1. What feature do both retractable lights and logo lights share?"", ""options"": [""Both use sealed beam units"", ""Both are required by regulations"", ""Both enhance aircraft visibility""], ""correct"": ""Both use sealed beam units"", ""answer_text"": null, ""category"": null, ""source_file"": ""Module 11 Rans.pdf"", ""source_module"": ""M11A"", ""fmt"": ""csv"", ""module"": ""M11A"", ""syllabusRef"": ""M11A.11.03"", ""level"": """", ""difficulty"": ""MEDIUM"", ""subTopic"": """", ""isEssay"": false}",False
M11A,M11A.11.9(c),,2. Which system is more critical for flight safety?,Logo lights,Retractable landing lights,Both equally critical,,Retractable landing lights,MEDIUM,,,,REVIEWED,Final KB direct (score=4),1,Module 11 Rans.pdf,"{""raw"": ""2. Which system is more critical for flight safety?"", ""question"": ""2. Which system is more critical for flight safety?"", ""options"": [""Logo lights"", ""Retractable landing lights"", ""Both equally critical""], ""correct"": ""Retractable landing lights"", ""answer_text"": null, ""category"": null, ""source_file"": ""Module 11 Rans.pdf"", ""source_module"": ""M11A"", ""fmt"": ""csv"", ""module"": ""M11A"", ""syllabusRef"": ""M11A.11.9(c)"", ""level"": """", ""difficulty"": ""MEDIUM"", ""subTopic"": """", ""isEssay"": false}",False
M11A,M11A.3.000,,3. What might happen if logo lights were installed without proper shielding?,Could distract the pilots,Might interfere with navigation lights,Could cause glare on the vertical stabilizer,,Could cause glare on the vertical stabilizer,MEDIUM,,,,REVIEWED,Rans exact context,1,Module 11 Rans.pdf,"{""raw"": ""3. What might happen if logo lights were installed without proper shielding?"", ""question"": ""3. What might happen if logo lights were installed without proper shielding?"", ""options"": [""Could distract the pilots"", ""Might interfere with navigation lights"", ""Could cause glare on the vertical stabilizer""], ""correct"": ""Could cause glare on the vertical stabilizer"", ""answer_text"": null, ""category"": null, ""source_file"": ""Module 11 Rans.pdf"", ""source_module"": ""M11A"", ""fmt"": ""csv"", ""module"": ""M11A"", ""syllabusRef"": ""M11A.3.000"", ""level"": """", ""difficulty"": ""MEDIUM"", ""subTopic"": """", ""isEssay"": false}",False
M11A,M11A.11.9(c),,4. Which system is more likely to have a mechanical extension mechanism?,Logo lights,Retractable landing lights,Both use similar mechanisms,,Retractable landing lights,MEDIUM,,,,REVIEWED,Rans exact context,1,Module 11 Rans.pdf,"{""raw"": ""4. Which system is more likely to have a mechanical extension mechanism?"", ""question"": ""4. Which system is more likely to have a mechanical extension mechanism?"", ""options"": [""Logo lights"", ""Retractable landing lights"", ""Both use similar mechanisms""], ""correct"": ""Retractable landing lights"", ""answer_text"": null, ""category"": null, ""source_file"": ""Module 11 Rans.pdf"", ""source_module"": ""M11A"", ""fmt"": ""csv"", ""module"": ""M11A"", ""syllabusRef"": ""M11A.11.9(c)"", ""level"": """", ""difficulty"": ""MEDIUM"", ""subTopic"": """", ""isEssay"": false}",False
M11A,M11A.11.05,,5. What maintenance consideration applies to both systems?,Regular lubrication of moving parts,Frequent bulb replacement,Proper alignment checks,,Regular lubrication of moving parts,MEDIUM,,,,REVIEWED,Rans exact context,1,Module 11 Rans.pdf,"{""raw"": ""5. What maintenance consideration applies to both systems?"", ""question"": ""5. What maintenance consideration applies to both systems?"", ""options"": [""Regular lubrication of moving parts"", ""Frequent bulb replacement"", ""Proper alignment checks""], ""correct"": ""Regular lubrication of moving parts"", ""answer_text"": null, ""category"": null, ""source_file"": ""Module 11 Rans.pdf"", ""source_module"": ""M11A"", ""fmt"": ""csv"", ""module"": ""M11A"", ""syllabusRef"": ""M11A.11.05"", ""level"": """", ""difficulty"": ""MEDIUM"", ""subTopic"": """", ""isEssay"": false}",False
M11A,M11A.2.5,,1. Where are wing illumination lights typically mounted on airliners?,At the wingtips,Along the root of the wing leading edge,On the vertical stabilizer,,At the wingtips,MEDIUM,,,,REVIEWED,Rans exact context,1,Module 11 Rans.pdf,"{""raw"": ""1. Where are wing illumination lights typically mounted on airliners?"", ""question"": ""1. Where are wing illumination lights typically mounted on airliners?"", ""options"": [""At the wingtips"", ""Along the root of the wing leading edge"", ""On the vertical stabilizer""], ""correct"": ""At the wingtips"", ""answer_text"": null, ""category"": null, ""source_file"": ""Module 11 Rans.pdf"", ""source_module"": ""M11A"", ""fmt"": ""csv"", ""module"": ""M11A"", ""syllabusRef"": ""M11A.2.5"", ""level"": """", ""difficulty"": ""MEDIUM"", ""subTopic"": """", ""isEssay"": false}",False
M11A,M11A.11.04,,3. When might pilots use wing illumination lights in flight?,Only during turbulence,To inspect for wing damage or ice buildup,When the cabin lights fail,,To inspect for wing damage or ice buildup,MEDIUM,,,,REVIEWED,Extra KB direct (score=5),1,Module 11 Rans.pdf,"{""raw"": ""3. When might pilots use wing illumination lights in flight?"", ""question"": ""3. When might pilots use wing illumination lights in flight?"", ""options"": [""Only during turbulence"", ""To inspect for wing damage or ice buildup"", ""When the cabin lights fail""], ""correct"": ""To inspect for wing damage or ice buildup"", ""answer_text"": null, ""category"": null, ""source_file"": ""Module 11 Rans.pdf"", ""source_module"": ""M11A"", ""fmt"": ""csv"", ""module"": ""M11A"", ""syllabusRef"": ""M11A.11.04"", ""level"": """", ""difficulty"": ""MEDIUM"", ""subTopic"": """", ""isEssay"": false}",False
M11A,M11A.2.5,,4. How are wing illumination lights typically mounted?,As protruding fixtures,As flush-mounted units,On retractable arms,,As flush-mounted units,MEDIUM,,,,REVIEWED,Extra KB direct (score=5),1,Module 11 Rans.pdf,"{""raw"": ""4. How are wing illumination lights typically mounted?"", ""question"": ""4. How are wing illumination lights typically mounted?"", ""options"": [""As protruding fixtures"", ""As flush-mounted units"", ""On retractable arms""], ""correct"": ""As flush-mounted units"", ""answer_text"": null, ""category"": null, ""source_file"": ""Module 11 Rans.pdf"", ""source_module"": ""M11A"", ""fmt"": ""csv"", ""module"": ""M11A"", ""syllabusRef"": ""M11A.2.5"", ""level"": """", ""difficulty"": ""MEDIUM"", ""subTopic"": """", ""isEssay"": false}",False
M11A,M11A.11.7(b),,5. Where exactly are these lights positioned relative to the fuselage?,Below the cargo hold,"Forward of the wing leading edge, above cabin floor level",On the tail cone,,"Forward of the wing leading edge, above cabin floor level",MEDIUM,,,,REVIEWED,Rans exact context,1,Module 11 Rans.pdf,"{""raw"": ""5. Where exactly are these lights positioned relative to the fuselage?"", ""question"": ""5. Where exactly are these lights positioned relative to the fuselage?"", ""options"": [""Below the cargo hold"", ""Forward of the wing leading edge, above cabin floor level"", ""On the tail cone""], ""correct"": ""Forward of the wing leading edge, above cabin floor level"", ""answer_text"": null, ""category"": null, ""source_file"": ""Module 11 Rans.pdf"", ""source_module"": ""M11A"", ""fmt"": ""csv"", ""module"": ""M11A"", ""syllabusRef"": ""M11A.11.7(b)"", ""level"": """", ""difficulty"": ""MEDIUM"", ""subTopic"": """", ""isEssay"": false}",False
M11A,,,1. How many exterior lights typically illuminate escape slide areas?,Two,Four,Eight,,Four,MEDIUM,,,,REVIEWED,Rans exact context,1,Module 11 Rans.pdf,"{""raw"": ""1. How many exterior lights typically illuminate escape slide areas?"", ""question"": ""1. How many exterior lights typically illuminate escape slide areas?"", ""options"": [""Two"", ""Four"", ""Eight""], ""correct"": ""Four"", ""answer_text"": null, ""category"": null, ""source_file"": ""Module 11 Rans.pdf"", ""source_module"": ""M11A"", ""fmt"": ""csv"", ""module"": ""M11A"", ""syllabusRef"": """", ""level"": """", ""difficulty"": ""MEDIUM"", ""subTopic"": """", ""isEssay"": false}",False
M11A,M11A.11.7(b),,2. Which areas do the additional four lights illuminate?,Only the forward entry doors,Overwing escape doors and areas aft of wing trailing edge,The cargo doors,,Overwing escape doors and areas aft of wing trailing edge,MEDIUM,,,,REVIEWED,Rans exact context,1,Module 11 Rans.pdf,"{""raw"": ""2. Which areas do the additional four lights illuminate?"", ""question"": ""2. Which areas do the additional four lights illuminate?"", ""options"": [""Only the forward entry doors"", ""Overwing escape doors and areas aft of wing trailing edge"", ""The cargo doors""], ""correct"": ""Overwing escape doors and areas aft of wing trailing edge"", ""answer_text"": null, ""category"": null, ""source_file"": ""Module 11 Rans.pdf"", ""source_module"": ""M11A"", ""fmt"": ""csv"", ""module"": ""M11A"", ""syllabusRef"": ""M11A.11.7(b)"", ""level"": """", ""difficulty"": ""MEDIUM"", ""subTopic"": """", ""isEssay"": false}",False
M11A,M11A.11.2(b),,3. What is the purpose of escape slide area lighting?,For passenger comfort,To illuminate escape paths during emergencies,To signal ground crew,,To illuminate escape paths during emergencies,MEDIUM,,,,REVIEWED,Rans exact context,1,Module 11 Rans.pdf,"{""raw"": ""3. What is the purpose of escape slide area lighting?"", ""question"": ""3. What is the purpose of escape slide area lighting?"", ""options"": [""For passenger comfort"", ""To illuminate escape paths during emergencies"", ""To signal ground crew""], ""correct"": ""To illuminate escape paths during emergencies"", ""answer_text"": null, ""category"": null, ""source_file"": ""Module 11 Rans.pdf"", ""source_module"": ""M11A"", ""fmt"": ""csv"", ""module"": ""M11A"", ""syllabusRef"": ""M11A.11.2(b)"", ""level"": """", ""difficulty"": ""MEDIUM"", ""subTopic"": """", ""isEssay"": false}",False
M11A,M11A.11.7(b),,4. Which doors are NOT typically illuminated by these lights?,Forward and aft entry doors,Service doors,Cargo hold doors,,Forward and aft entry doors,MEDIUM,,,,REVIEWED,Rans exact context,1,Module 11 Rans.pdf,"{""raw"": ""4. Which doors are NOT typically illuminated by these lights?"", ""question"": ""4. Which doors are NOT typically illuminated by these lights?"", ""options"": [""Forward and aft entry doors"", ""Service doors"", ""Cargo hold doors""], ""correct"": ""Forward and aft entry doors"", ""answer_text"": null, ""category"": null, ""source_file"": ""Module 11 Rans.pdf"", ""source_module"": ""M11A"", ""fmt"": ""csv"", ""module"": ""M11A"", ""syllabusRef"": ""M11A.11.7(b)"", ""level"": """", ""difficulty"": ""MEDIUM"", ""subTopic"": """", ""isEssay"": false}",False
M11A,M11A.11.7(a),,5. When would escape slide lights be most critical?,During routine maintenance,In emergency evacuation situations,When boarding passengers,,In emergency evacuation situations,MEDIUM,,,,REVIEWED,Rans exact context,1,Module 11 Rans.pdf,"{""raw"": ""5. When would escape slide lights be most critical?"", ""question"": ""5. When would escape slide lights be most critical?"", ""options"": [""During routine maintenance"", ""In emergency evacuation situations"", ""When boarding passengers""], ""correct"": ""In emergency evacuation situations"", ""answer_text"": null, ""category"": null, ""source_file"": ""Module 11 Rans.pdf"", ""source_module"": ""M11A"", ""fmt"": ""csv"", ""module"": ""M11A"", ""syllabusRef"": ""M11A.11.7(a)"", ""level"": """", ""difficulty"": ""MEDIUM"", ""subTopic"": """", ""isEssay"": false}",False
M11A,M11A.11.04,,1. Where is the external light control panel normally located?,On the lower overhead panel,On the center pedestal,In the cargo hold,,On the lower overhead panel,MEDIUM,,,,REVIEWED,Rans exact context,1,Module 11 Rans.pdf,"{""raw"": ""1. Where is the external light control panel normally located?"", ""question"": ""1. Where is the external light control panel normally located?"", ""options"": [""On the lower overhead panel"", ""On the center pedestal"", ""In the cargo hold""], ""correct"": ""On the lower overhead panel"", ""answer_text"": null, ""category"": null, ""source_file"": ""Module 11 Rans.pdf"", ""source_module"": ""M11A"", ""fmt"": ""csv"", ""module"": ""M11A"", ""syllabusRef"": ""M11A.11.04"", ""level"": """", ""difficulty"": ""MEDIUM"", ""subTopic"": """", ""isEssay"": false}",False
M11A,M11A.11.04,,2. What aircraft model's external light control panel is shown in the figure?,Airbus A320,Boeing 737,Embraer 190,,Airbus A320,MEDIUM,,,,REVIEWED,Rans exact context,1,Module 11 Rans.pdf,"{""raw"": ""2. What aircraft model's external light control panel is shown in the figure?"", ""question"": ""2. What aircraft model's external light control panel is shown in the figure?"", ""options"": [""Airbus A320"", ""Boeing 737"", ""Embraer 190""], ""correct"": ""Airbus A320"", ""answer_text"": null, ""category"": null, ""source_file"": ""Module 11 Rans.pdf"", ""source_module"": ""M11A"", ""fmt"": ""csv"", ""module"": ""M11A"", ""syllabusRef"": ""M11A.11.04"", ""level"": """", ""difficulty"": ""MEDIUM"", ""subTopic"": """", ""isEssay"": false}",False
M11A,M11A.11.04,,3. Which lights would NOT be controlled from this panel?,Navigation lights,Cabin reading lights,Landing lights,,Cabin reading lights,MEDIUM,,,,REVIEWED,Rans exact context,1,Module 11 Rans.pdf,"{""raw"": ""3. Which lights would NOT be controlled from this panel?"", ""question"": ""3. Which lights would NOT be controlled from this panel?"", ""options"": [""Navigation lights"", ""Cabin reading lights"", ""Landing lights""], ""correct"": ""Cabin reading lights"", ""answer_text"": null, ""category"": null, ""source_file"": ""Module 11 Rans.pdf"", ""source_module"": ""M11A"", ""fmt"": ""csv"", ""module"": ""M11A"", ""syllabusRef"": ""M11A.11.04"", ""level"": """", ""difficulty"": ""MEDIUM"", ""subTopic"": """", ""isEssay"": false}",False
M11A,M11A.11.04,,4. What is the advantage of having all external light controls in one panel?,Easier pilot access and control,Reduced wiring complexity,Both a and b,,Easier pilot access and control,MEDIUM,,,,REVIEWED,Rans exact context,1,Module 11 Rans.pdf,"{""raw"": ""4. What is the advantage of having all external light controls in one panel?"", ""question"": ""4. What is the advantage of having all external light controls in one panel?"", ""options"": [""Easier pilot access and control"", ""Reduced wiring complexity"", ""Both a and b""], ""correct"": ""Easier pilot access and control"", ""answer_text"": null, ""category"": null, ""source_file"": ""Module 11 Rans.pdf"", ""source_module"": ""M11A"", ""fmt"": ""csv"", ""module"": ""M11A"", ""syllabusRef"": ""M11A.11.04"", ""level"": """", ""difficulty"": ""MEDIUM"", ""subTopic"": """", ""isEssay"": false}",False
M11A,M11A.11.09,,"5. During pre-flight, when would the external light controls first be used?",After reaching cruise altitude,Before engine start for anti-collision lights,Only during night operations,,After reaching cruise altitude,MEDIUM,,,,REVIEWED,Rans exact context,1,Module 11 Rans.pdf,"{""raw"": ""5. During pre-flight, when would the external light controls first be used?"", ""question"": ""5. During pre-flight, when would the external light controls first be used?"", ""options"": [""After reaching cruise altitude"", ""Before engine start for anti-collision lights"", ""Only during night operations""], ""correct"": ""After reaching cruise altitude"", ""answer_text"": null, ""category"": null, ""source_file"": ""Module 11 Rans.pdf"", ""source_module"": ""M11A"", ""fmt"": ""csv"", ""module"": ""M11A"", ""syllabusRef"": ""M11A.11.09"", ""level"": """", ""difficulty"": ""MEDIUM"", ""subTopic"": """", ""isEssay"": false}",False
M11A,M11A.11.7(a),,What determines the specific emergency equipment requirements for different,Airline preference and cost considerations,The aircraft's paint scheme and interior design,EASA certification specifications (CS) for the aircraft category,,EASA certification specifications (CS) for the aircraft category,MEDIUM,,,,REVIEWED,Rans exact context,1,Module 11 Rans.pdf,"{""raw"": ""What determines the specific emergency equipment requirements for different"", ""question"": ""What determines the specific emergency equipment requirements for different"", ""options"": [""Airline preference and cost considerations"", ""The aircraft's paint scheme and interior design"", ""EASA certification specifications (CS) for the aircraft category""], ""correct"": ""EASA certification specifications (CS) for the aircraft category"", ""answer_text"": null, ""category"": null, ""source_file"": ""Module 11 Rans.pdf"", ""source_module"": ""M11A"", ""fmt"": ""csv"", ""module"": ""M11A"", ""syllabusRef"": ""M11A.11.7(a)"", ""level"": """", ""difficulty"": ""MEDIUM"", ""subTopic"": """", ""isEssay"": false}",False
M11A,M11A.11.07,,250-seat aircraft?,2 extinguishers,4 extinguishers,6 extinguishers,,4 extinguishers,EASY,2. How many portable fire extinguishers would CS.25.851(a)(1) require for a,,,REVIEWED,Extra KB direct (score=4),1,Module 11 Rans.pdf,"{""raw"": ""250-seat aircraft?"", ""question"": ""250-seat aircraft?"", ""options"": [""2 extinguishers"", ""4 extinguishers"", ""6 extinguishers""], ""correct"": ""4 extinguishers"", ""answer_text"": null, ""category"": null, ""source_file"": ""Module 11 Rans.pdf"", ""source_module"": ""M11A"", ""fmt"": ""csv"", ""module"": ""M11A"", ""syllabusRef"": ""M11A.11.07"", ""level"": """", ""difficulty"": ""EASY"", ""subTopic"": ""2. How many portable fire extinguishers would CS.25.851(a)(1) require for a"", ""isEssay"": false}",False
M11A,M11A.11.7(a),,3. What is the operator's responsibility regarding emergency equipment?,To modify locations based on passenger load,Ensure presence and airworthiness for each flight,Only check equipment during major maintenance,,To modify locations based on passenger load,MEDIUM,,,,REVIEWED,Rans exact context,1,Module 11 Rans.pdf,"{""raw"": ""3. What is the operator's responsibility regarding emergency equipment?"", ""question"": ""3. What is the operator's responsibility regarding emergency equipment?"", ""options"": [""To modify locations based on passenger load"", ""Ensure presence and airworthiness for each flight"", ""Only check equipment during major maintenance""], ""correct"": ""To modify locations based on passenger load"", ""answer_text"": null, ""category"": null, ""source_file"": ""Module 11 Rans.pdf"", ""source_module"": ""M11A"", ""fmt"": ""csv"", ""module"": ""M11A"", ""syllabusRef"": ""M11A.11.7(a)"", ""level"": """", ""difficulty"": ""MEDIUM"", ""subTopic"": """", ""isEssay"": false}",False
